#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:54Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:55Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:56Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:57Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:58Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:59Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:00Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:01Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:02Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:03Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:04Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
