#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,topic
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:05Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:06Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:07Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:08Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:09Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:10Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:11Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:12Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:13Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:14Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:15Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:16Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:17Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:18Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:19Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:20Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:21Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:22Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:23Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:24Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:25Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:26Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:27Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:28Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:29Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:30Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:31Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,2,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:32Z,66.440,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutTemperature
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:36Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:37Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:38Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:39Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:40Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:41Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:42Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:43Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:44Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:45Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:46Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:47Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:48Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:49Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:50Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:51Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:52Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:53Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:54Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:55Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:56Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:57Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:58Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:31:59Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:00Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:01Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:02Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:03Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:04Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:05Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:06Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:07Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:08Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:09Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:10Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:11Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:12Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:13Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:14Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:15Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:16Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:17Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:18Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:19Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:20Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:21Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:22Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:23Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:24Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:25Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:26Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:27Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:28Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:29Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:30Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:31Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
,,3,2025-01-02T17:31:34.233340538Z,2025-01-02T17:32:34.233340538Z,2025-01-02T17:32:32Z,11.7,value,sensor_readings,basyx_host,RecyclingAbsorber/BottomOutpH
